#####################################################################
# Alchemist log file - simulation started at: 2022-05-19T16:57+0000 #
#####################################################################
#
# seed = 1.0
#
# The columns have the following meaning: 
# time multileader-stability[mean] recursive-stability[mean] classic2-stability[mean] classic-stability[mean] selfstab-stability[mean] share-stability[mean] 
0.0 NaN NaN NaN NaN NaN NaN 
0.0018431556818636619 NaN 0.0 0.0 0.0 NaN 0.0 
1.0018431556818637 NaN 0.0 9.999999999999902E-5 0.0 NaN 9.999999999999902E-5 
2.001843155681864 NaN 9.999999999999902E-5 0.07499999999999997 0.03759999999999999 NaN 0.07599999999999997 
3.001843155681864 NaN 0.05259999999999999 0.1346 0.07599999999999998 NaN 0.13999999999999999 
4.001843155681864 NaN 0.12179999999999996 0.16860000000000003 0.09479999999999998 NaN 0.1742 
5.001843155681864 NaN 0.1672999999999999 0.1867 0.10139999999999999 NaN 0.1832 
6.001843155681864 NaN 0.19290000000000004 0.19370000000000007 0.10659999999999999 NaN 0.18409999999999999 
7.001843155681864 NaN 0.2023999999999999 0.23540000000000014 0.11319999999999998 NaN 0.18600000000000003 
8.001843155681865 NaN 0.2066 0.2924 0.12249999999999998 NaN 0.19219999999999995 
9.001843155681865 NaN 0.20880000000000007 0.2955 0.13079999999999997 NaN 0.20409999999999995 
10.001843155681865 NaN 0.20929999999999996 0.2955 0.13389999999999996 NaN 0.21529999999999988 
11.001843155681865 NaN 0.20929999999999996 0.2954 0.1347 NaN 0.22249999999999995 
12.001843155681865 NaN 0.2092000000000001 0.22449999999999995 0.10159999999999997 NaN 0.15259999999999999 
13.001843155681865 NaN 0.15669999999999998 0.22100000000000003 0.11899999999999998 NaN 0.09390000000000007 
14.001843155681865 NaN 0.09160000000000004 0.23659999999999998 0.14600000000000002 NaN 0.060899999999999926 
15.001843155681865 NaN 0.06339999999999991 0.27530000000000004 0.18209999999999987 NaN 0.05200000000000003 
16.001843155681865 NaN 0.05709999999999995 0.3444 0.22789999999999996 NaN 0.05110000000000005 
17.001843155681865 NaN 0.059399999999999994 0.3603 0.25559999999999994 NaN 0.04920000000000004 
18.001843155681865 NaN 0.0604 0.3331 0.2671 NaN 0.04299999999999995 
19.001843155681865 NaN 0.059399999999999994 0.3453 0.2752 NaN 0.031100000000000048 
20.001843155681865 NaN 0.05889999999999999 0.3514 0.2823 NaN 0.019899999999999977 
21.001843155681865 NaN 0.05889999999999999 0.3563 0.2873 NaN 0.012600000000000014 
22.001843155681865 NaN 0.05889999999999999 0.37370000000000003 0.2886 NaN 0.006600000000000031 
23.001843155681865 NaN 0.05889999999999999 0.3526 0.2438 NaN 0.0012999999999999982 
24.001843155681865 NaN 0.05479999999999998 0.31420000000000003 0.20689999999999997 NaN 9.999999999999861E-5 
25.001843155681865 NaN 0.037499999999999985 0.2594 0.17249999999999996 NaN 0.0 
26.001843155681865 NaN 0.018199999999999994 0.18390000000000004 0.1277 NaN 0.0 
27.001843155681865 NaN 0.006400000000000008 0.12860000000000002 0.09789999999999999 NaN 0.0 
28.001843155681865 NaN 0.0011999999999999945 0.1087 0.08779999999999999 NaN 0.0 
29.001843155681865 NaN 0.0 0.11079999999999998 0.09249999999999997 NaN 0.0 
30.001843155681865 NaN 0.0 0.12139999999999998 0.10689999999999998 NaN 0.0 
31.001843155681865 NaN 0.0 0.14259999999999998 0.1275 NaN 0.0 
32.00184315568187 NaN 0.0 0.1408 0.1445 NaN 0.0 
33.00184315568187 NaN 0.0 0.1184 0.14920000000000003 NaN 0.0 
34.00184315568187 NaN 0.0 0.1148 0.15330000000000002 NaN 0.0 
35.00184315568187 NaN 0.0 0.11560000000000001 0.1561 NaN 0.0 
36.00184315568187 NaN 0.0 0.11750000000000001 0.15410000000000001 NaN 0.0 
37.00184315568187 NaN 0.0 0.11710000000000004 0.1534 NaN 0.0 
38.00184315568187 NaN 0.0 0.11249999999999998 0.1457 NaN 0.0 
39.00184315568187 NaN 0.0 0.09809999999999998 0.1273 NaN 0.0 
