#####################################################################
# Alchemist log file - simulation started at: 2022-05-20T15:13+0000 #
#####################################################################
#
# seed = 162.0
#
# The columns have the following meaning: 
# time multileader-stability[mean] recursive-stability[mean] classic2-stability[mean] classic-stability[mean] selfstab-stability[mean] share-stability[mean] 
0.0 NaN NaN NaN NaN NaN NaN 
7.364966770038173E-4 NaN NaN NaN NaN NaN NaN 
1.0007364966770038 NaN 0.0 0.0 0.0 NaN 0.0 
2.000736496677004 NaN 0.09614243323442132 0.04075173095944608 0.024431256181998023 NaN 0.0648862512363996 
3.000736496677004 NaN 0.16716122650840748 0.0612265084075173 0.033036597428288815 NaN 0.09584569732937684 
4.000736496677003 NaN 0.22522255192878338 0.07240356083086051 0.03877349159248268 NaN 0.10375865479723044 
5.000736496677003 NaN 0.280811078140455 0.07734915924826904 0.04451038575667654 NaN 0.11048466864490601 
6.000736496677003 NaN 0.327893175074184 0.08160237388724034 0.05084075173095944 NaN 0.11730959446092976 
7.000736496677003 NaN 0.36162215628091 0.08971315529179029 0.05647873392680513 NaN 0.1310583580613254 
8.000736496677003 NaN 0.3825914935707221 0.10148367952522254 0.06162215628090997 NaN 0.15469831849653806 
9.000736496677003 NaN 0.3891196834817013 0.11671612265084073 0.06607319485657763 NaN 0.17636003956478732 
10.000736496677003 NaN 0.38941641938674576 0.13649851632047477 0.07507418397626112 NaN 0.2006923837784372 
11.000736496677003 NaN 0.389515331355094 0.1509396636993076 0.08506429277942631 NaN 0.22453016815034618 
12.000736496677003 NaN 0.29357072205736895 0.11978239366963403 0.07062314540059347 NaN 0.17695351137487636 
13.000736496677003 NaN 0.22324431256181998 0.10385756676557863 0.0718100890207715 NaN 0.1548961424332344 
14.000736496677003 NaN 0.16617210682492578 0.09732937685459939 0.09070227497527202 NaN 0.15608308605341245 
15.000736496677003 NaN 0.11533135509396637 0.1029673590504451 0.11790306627101878 NaN 0.15875370919881304 
16.000736496677003 NaN 0.07685459940652818 0.11246290801186941 0.12947576656775467 NaN 0.1651829871414441 
17.000736496677003 NaN 0.05727002967359051 0.11444114737883283 0.13926805143422352 NaN 0.16894164193867459 
18.000736496677003 NaN 0.04846686449060338 0.11424332344213649 0.14886251236399603 NaN 0.16083086053412463 
19.000736496677003 NaN 0.06607319485657762 0.10563798219584568 0.16231454005934717 NaN 0.14777448071216615 
20.000736496677003 NaN 0.10365974282888228 0.09515331355093964 0.17655786350148367 NaN 0.13936696340257168 
21.000736496677003 NaN 0.147675568743818 0.09317507418397623 0.1850642927794263 NaN 0.1268051434223541 
22.000736496677003 NaN 0.1810089020771513 0.09010880316518297 0.1880316518298714 NaN 0.12205736894164193 
23.000736496677003 NaN 0.2182987141444115 0.09277942631058356 0.18545994065281898 NaN 0.11869436201780414 
24.000736496677003 NaN 0.25450049455984175 0.0929772502472799 0.16706231454005935 NaN 0.11661721068249258 
25.000736496677003 NaN 0.27398615232443124 0.0857566765578635 0.13837784371909 NaN 0.1211671612265084 
26.000736496677003 NaN 0.27784371909000993 0.07487636003956478 0.12512363996043518 NaN 0.1128585558852621 
27.000736496677003 NaN 0.2677546983184965 0.06706231454005934 0.11543026706231453 NaN 0.09812067260138474 
28.000736496677003 NaN 0.2653808110781405 0.05905044510385754 0.1056379821958457 NaN 0.08486646884272997 
29.000736496677003 NaN 0.2525222551928783 0.0562809099901088 0.09149357072205737 NaN 0.08081107814045498 
30.000736496677003 NaN 0.22858555885262116 0.04965380811078139 0.0754698318496538 NaN 0.07072205736894163 
31.000736496677003 NaN 0.2029673590504451 0.043521266073194835 0.059841740850642915 NaN 0.06538081107814046 
32.00073649667701 NaN 0.20642927794263105 0.04015825914935706 0.04915924826904055 NaN 0.05647873392680514 
33.00073649667701 NaN 0.21275964391691393 0.03531157270029673 0.043620178041543015 NaN 0.05796241345202766 
34.00073649667701 NaN 0.19218595450049455 0.03283877349159248 0.039169139465875365 NaN 0.05637982195845698 
35.00073649667701 NaN 0.2062314540059347 0.03402571711177051 0.036399604352126615 NaN 0.04480712166172108 
36.00073649667701 NaN 0.2175074183976261 0.03531157270029672 0.03333333333333334 NaN 0.041938674579624156 
37.00073649667701 NaN 0.22393669634025717 0.03560830860534124 0.029871414441147368 NaN 0.04510385756676559 
38.00073649667701 NaN 0.219782393669634 0.03442136498516321 0.027101879327398614 NaN 0.04945598417408504 
