#####################################################################
# Alchemist log file - simulation started at: 2022-05-19T21:26+0000 #
#####################################################################
#
# seed = 164.0
#
# The columns have the following meaning: 
# time multileader-stability[mean] recursive-stability[mean] classic2-stability[mean] classic-stability[mean] selfstab-stability[mean] share-stability[mean] 
0.0 NaN NaN NaN NaN NaN NaN 
0.0016025272810329394 NaN NaN NaN NaN NaN NaN 
1.001602527281033 NaN 0.0 0.0 0.0 NaN 0.0 
2.001602527281033 NaN 0.09289999999999998 0.04119999999999999 0.028399999999999998 NaN 0.037399999999999996 
3.001602527281033 NaN 0.11639999999999998 0.0612 0.0455 NaN 0.060299999999999986 
4.001602527281033 NaN 0.1343 0.07799999999999999 0.05979999999999998 NaN 0.08039999999999999 
5.001602527281033 NaN 0.14389999999999997 0.09469999999999998 0.07009999999999998 NaN 0.09339999999999998 
6.001602527281033 NaN 0.15049999999999997 0.10439999999999999 0.07979999999999998 NaN 0.10189999999999998 
7.001602527281033 NaN 0.1541 0.11819999999999997 0.08539999999999999 NaN 0.1079 
8.001602527281033 NaN 0.15699999999999997 0.12519999999999998 0.09169999999999998 NaN 0.11399999999999998 
9.001602527281033 NaN 0.1587 0.13289999999999996 0.09759999999999995 NaN 0.12039999999999998 
10.001602527281033 NaN 0.15979999999999997 0.14279999999999998 0.10279999999999999 NaN 0.12699999999999997 
11.001602527281033 NaN 0.16019999999999998 0.1542 0.10799999999999997 NaN 0.1313 
12.001602527281033 NaN 0.0674 0.12329999999999999 0.08460000000000001 NaN 0.09739999999999999 
13.001602527281033 NaN 0.043999999999999984 0.11469999999999997 0.07310000000000003 NaN 0.07859999999999999 
14.001602527281033 NaN 0.026199999999999987 0.11149999999999999 0.06649999999999996 NaN 0.06209999999999999 
15.001602527281033 NaN 0.0167 0.10799999999999998 0.0634 NaN 0.054399999999999976 
16.001602527281033 NaN 0.010400000000000003 0.11059999999999999 0.06129999999999998 NaN 0.050099999999999985 
17.001602527281033 NaN 0.006799999999999995 0.10549999999999998 0.06419999999999998 NaN 0.046799999999999994 
18.001602527281033 NaN 0.004100000000000004 0.10539999999999997 0.0648 NaN 0.04429999999999999 
19.001602527281033 NaN 0.0025999999999999895 0.10429999999999998 0.0652 NaN 0.04079999999999999 
20.001602527281033 NaN 0.001999999999999998 0.09969999999999998 0.0653 NaN 0.036699999999999976 
21.001602527281033 NaN 0.0022999999999999987 0.09599999999999997 0.0689 NaN 0.0355 
22.001602527281033 NaN 0.0026000000000000025 0.09449999999999999 0.07229999999999999 NaN 0.03670000000000001 
23.001602527281033 NaN 0.0034999999999999975 0.09029999999999998 0.07669999999999999 NaN 0.037499999999999985 
24.001602527281033 NaN 0.005700000000000006 0.08189999999999999 0.0841 NaN 0.037099999999999966 
25.001602527281033 NaN 0.010199999999999999 0.07759999999999999 0.09289999999999998 NaN 0.034799999999999984 
26.001602527281033 NaN 0.013500000000000012 0.0773 0.10449999999999998 NaN 0.03489999999999998 
27.001602527281033 NaN 0.017300000000000034 0.07949999999999999 0.11309999999999998 NaN 0.034999999999999976 
28.001602527281033 NaN 0.021300000000000038 0.08159999999999999 0.1208 NaN 0.03539999999999999 
