#####################################################################
# Alchemist log file - simulation started at: 2022-05-18T18:23+0000 #
#####################################################################
#
# seed = 35.0
#
# The columns have the following meaning: 
# time multileader-stability[mean] recursive-stability[mean] classic-stability[mean] 
0.0 NaN NaN NaN 
9.288804918381466E-4 0.0 0.0 0.0 
1.0009288804918381 9.891196834816895E-5 0.0 0.0 
2.000928880491838 0.061424332344213635 0.0964391691394658 0.01899109792284866 
3.000928880491838 0.09099901088031649 0.16320474777448069 0.026805143422354114 
4.000928880491838 0.10089020771513352 0.2272997032640949 0.03343224530168151 
5.000928880491838 0.1078140454995054 0.2784371909000989 0.038971315529179006 
6.000928880491838 0.11612265084075171 0.3223541048466865 0.04322453016815033 
7.000928880491838 0.12927794263105832 0.352917903066271 0.04757665677546983 
8.000928880491838 0.14777448071216615 0.37171117705242335 0.051038575667655774 
9.000928880491838 0.16894164193867456 0.3764589515331355 0.05400593471810088 
10.000928880491838 0.18902077151335311 0.3764589515331355 0.057270029673590496 
11.000928880491838 0.20059347181008902 0.3768545994065282 0.06271018793273984 
12.000928880491838 0.15222551928783382 0.28081107814045503 0.0509396636993076 
13.000928880491838 0.1291790306627102 0.21483679525222554 0.0548961424332344 
14.000928880491838 0.12423343224530169 0.1514342235410485 0.054104846686449055 
15.000928880491838 0.1248269040553907 0.1016815034619189 0.06290801186943618 
16.000928880491838 0.12799208704253218 0.060336300692383736 0.08249258160237387 
17.000928880491838 0.1262116716122651 0.03541048466864492 0.1012858555885262 
18.000928880491838 0.11295746785361027 0.026013847675568736 0.1280909990108803 
19.000928880491838 0.095351137487636 0.03115727002967359 0.15608308605341245 
20.000928880491838 0.07774480712166172 0.05163204747774479 0.16805143422354105 
21.000928880491838 0.06904055390702273 0.06478733926805141 0.1704253214638971 
22.000928880491838 0.0641938674579624 0.09268051434223541 0.1701285855588526 
23.000928880491838 0.06449060336300692 0.10880316518298713 0.16726013847675567 
24.000928880491838 0.06389713155291793 0.11899109792284866 0.17566765578635016 
25.000928880491838 0.06003956478733924 0.1493570722057369 0.1731948565776459 
26.000928880491838 0.05321463897131553 0.1599406528189911 0.15865479723046488 
27.000928880491838 0.046884272997032635 0.1722057368941642 0.14322453016815034 
28.000928880491838 0.048466864490603355 0.17359050445103857 0.11829871414441147 
29.000928880491838 0.05499505440158257 0.18249258160237386 0.09080118694362017 
30.000928880491838 0.05736894164193867 0.1817012858555885 0.0784371909000989 
31.000928880491838 0.05687438180019781 0.18991097922848665 0.07725024727992086 
32.00092888049184 0.05004945598417407 0.18664688427299703 0.07764589515331353 
33.00092888049184 0.045994065281899095 0.1967359050445104 0.07151335311572699 
34.00092888049184 0.04352126607319485 0.20534124629080117 0.058852621167161195 
35.00092888049184 0.04282888229475768 0.186646884272997 0.04856577645895152 
36.00092888049184 0.04075173095944606 0.1788328387734916 0.04223541048466864 
37.00092888049184 0.03788328387734915 0.16597428288822946 0.03590504451038576 
38.00092888049184 0.032443125618199814 0.16399604352126604 0.033630069238377844 
39.00092888049184 0.02423343224530168 0.1571711177052423 0.035707220573689406 
40.00092888049184 0.021167161226508382 0.15222551928783382 0.03452027695351135 
41.00092888049184 0.01968348170128585 0.14549950544015824 0.02878338278931751 
42.00092888049184 0.019188921859545006 0.1433234421364985 0.02205736894164193 
43.00092888049184 0.01701285855588524 0.1469831849653808 0.020969337289812064 
44.00092888049184 0.01582591493570723 0.15351137487636007 0.02027695351137487 
45.00092888049184 0.013155291790306618 0.18773491592482697 0.019782393669634024 
46.00092888049184 0.010781404549950543 0.21780415430267056 0.01750741839762611 
47.00092888049184 0.009297725024727992 0.24213649851632052 0.01760633036597429 
48.00092888049184 0.0086053412462908 0.24678536102868448 0.015825914935707227 
49.00092888049184 0.007517309594460936 0.2450049455984174 0.011572700296735905 
50.00092888049184 0.00633036597428289 0.23778437190900104 0.017210682492581602 
51.00092888049184 0.0065281899109792185 0.23026706231454003 0.01938674579624135 
52.00092888049184 0.006231454005934714 0.2227497527200791 0.0194856577645895 
53.00092888049184 0.006330365974282891 0.21167161226508405 0.019485657764589513 
54.00092888049184 0.006132542037586544 0.19901088031651828 0.020771513353115716 
55.00092888049184 0.0066271018793273954 0.15875370919881304 0.02096933728981205 
56.00092888049184 0.007517309594460924 0.13194856577645894 0.022255192878338267 
57.00092888049184 0.008308605341246281 0.1132542037586548 0.024530168150346178 
58.00092888049184 0.00860534124629082 0.11186943620178039 0.027398615232443118 
59.00092888049184 0.008605341246290829 0.1146389713155292 0.028090999010880302 
60.00092888049184 0.00850642927794261 0.11552917903066279 0.022057368941641932 
61.00092888049184 0.00791295746785362 0.11998021760633033 0.02027695351137487 
62.00092888049184 0.008308605341246302 0.12274975272007912 0.020771513353115726 
63.00092888049184 0.008308605341246311 0.13323442136498517 0.01978239366963402 
64.00092888049184 0.008209693372898116 0.13877349159248267 0.018991097922848643 
65.00092888049184 0.007814045499505403 0.15004945598417407 0.019090009891196833 
66.00092888049184 0.0071216617210682325 0.1548961424332344 0.018199802176063297 
67.00092888049184 0.0060336300692383936 0.1521266073194856 0.01592482690405538 
68.00092888049184 0.005637982195845715 0.14589515331355093 0.012759643916913942 
69.00092888049184 0.006132542037586538 0.14075173095944607 0.011770524233432233 
70.00092888049184 0.006231454005934714 0.14431256181998023 0.01088031651829872 
71.00092888049184 0.006429277942631057 0.1584569732937685 0.010385756676557872 
72.00092888049184 0.006528189910979225 0.1582591493570722 0.009990108803165181 
73.00092888049184 0.007517309594460926 0.14490603363006926 0.010187932739861518 
74.00092888049184 0.00840751730959447 0.14085064292779426 0.009891196834817019 
75.00092888049184 0.008803165182987146 0.13155291790306622 0.010385756676557873 
76.00092888049184 0.009198813056379814 0.12047477744807122 0.010880316518298724 
77.00092888049184 0.009792284866468822 0.11869436201780416 0.010682492581602367 
78.00092888049184 0.009990108803165188 0.12393669634025718 0.010979228486646866 
79.00092888049184 0.009297725024727985 0.12492581602373887 0.01117705242334322 
80.00092888049184 0.009495548961424322 0.12729970326409493 0.011473788328387725 
81.00092888049184 0.009396636993076156 0.1228486646884273 0.012363996043521269 
82.00092888049184 0.009099901088031654 0.1297725024727992 0.013254203758654798 
83.00092888049184 0.00890207715133532 0.12304648862512364 0.01345202769535113 
84.00092888049184 0.0086053412462908 0.11740850642927793 0.013748763600395644 
