#####################################################################
# Alchemist log file - simulation started at: 2022-05-19T14:08+0000 #
#####################################################################
#
# seed = 4.0
#
# The columns have the following meaning: 
# time multileader-stability[mean] recursive-stability[mean] classic-stability[mean] selfstab-stability[mean] share-stability[mean] 
0.0 NaN NaN NaN NaN NaN 
4.793365590676224E-4 0.0 0.0 0.0 0.0 0.0 
1.0004793365590676 0.0 0.0 0.0 0.0 0.0 
2.0004793365590676 0.07759999999999996 0.0 0.045000000000000005 0.04679999999999999 0.07749999999999996 
3.0004793365590676 0.13820000000000002 0.04339999999999999 0.07329999999999999 0.08739999999999996 0.13809999999999995 
4.000479336559067 0.16620000000000001 0.1161 0.08029999999999998 0.11660000000000001 0.16609999999999997 
5.000479336559067 0.1709 0.18030000000000004 0.08179999999999998 0.15679999999999997 0.17080000000000004 
6.000479336559067 0.17099999999999993 0.2336 0.08459999999999998 0.19569999999999999 0.1709 
7.000479336559067 0.17130000000000004 0.25930000000000003 0.08919999999999999 0.22869999999999996 0.17119999999999994 
8.000479336559067 0.17319999999999988 0.26779999999999987 0.09279999999999998 0.25410000000000005 0.17340000000000003 
9.000479336559067 0.1762 0.2694 0.095 0.273 0.17579999999999998 
10.000479336559067 0.17879999999999993 0.2694999999999999 0.09729999999999997 0.2861 0.1777999999999999 
11.000479336559067 0.18169999999999997 0.2694999999999999 0.10009999999999997 0.297 0.1803 
12.000479336559067 0.10779999999999997 0.2694999999999999 0.06130000000000003 0.2601 0.10639999999999991 
13.000479336559067 0.050600000000000006 0.22629999999999995 0.08500000000000002 0.2289 0.04779999999999998 
14.000479336559067 0.024100000000000014 0.16259999999999994 0.13719999999999996 0.20859999999999998 0.020499999999999987 
15.000479336559067 0.020099999999999986 0.14390000000000006 0.18670000000000003 0.1782 0.01579999999999998 
16.000479336559067 0.01999999999999999 0.1561 0.23540000000000003 0.1478 0.015700000000000002 
17.000479336559067 0.019699999999999995 0.19629999999999997 0.2561 0.1218 0.015399999999999995 
18.000479336559067 0.017799999999999983 0.22110000000000002 0.26180000000000003 0.10449999999999997 0.01320000000000001 
19.000479336559067 0.0148 0.23299999999999998 0.2662 0.09099999999999998 0.010799999999999994 
20.000479336559067 0.0122 0.24080000000000004 0.2711 0.08360000000000001 0.008799999999999995 
21.000479336559067 0.009299999999999998 0.24320000000000003 0.2757 0.07980000000000007 0.0063000000000000105 
22.000479336559067 0.005599999999999993 0.24330000000000002 0.2766 0.07579999999999991 0.0026999999999999962 
23.000479336559067 0.0022000000000000027 0.24310000000000007 0.2353 0.0729999999999999 6.999999999999954E-4 
24.000479336559067 6.999999999999954E-4 0.23410000000000003 0.18119999999999997 0.07159999999999996 0.0 
25.000479336559067 0.0 0.18859999999999996 0.1369 0.06720000000000007 0.0 
26.000479336559067 0.0 0.1255 0.0959 0.06290000000000008 0.0 
27.000479336559067 0.0 0.06579999999999997 0.09019999999999999 0.05959999999999994 0.0 
28.000479336559067 0.0 0.03799999999999997 0.11699999999999998 0.05360000000000008 0.0 
29.000479336559067 0.0 0.026500000000000017 0.15709999999999996 0.04969999999999997 0.0 
30.000479336559067 0.0 0.018700000000000012 0.19400000000000003 0.04480000000000004 0.0 
31.000479336559067 0.0 0.01629999999999999 0.21930000000000002 0.038599999999999995 0.0 
32.00047933655907 0.0 0.01619999999999999 0.2383 0.034099999999999984 0.0 
33.00047933655907 0.0 0.01619999999999999 0.24080000000000001 0.029299999999999996 0.0 
34.00047933655907 0.0 0.01619999999999999 0.24370000000000003 0.022699999999999994 0.0 
35.00047933655907 0.0 0.01619999999999999 0.2394 0.017999999999999985 0.0 
36.00047933655907 0.0 0.013799999999999979 0.23390000000000002 0.014500000000000016 0.0 
37.00047933655907 0.0 0.007600000000000003 0.2208 0.011099999999999999 0.0 
38.00047933655907 0.0 0.002100000000000006 0.1879 0.009300000000000008 0.0 
39.00047933655907 0.0 9.999999999999855E-5 0.1439 0.007899999999999994 0.0 
40.00047933655907 0.0 0.0 0.10519999999999999 0.0071 0.0 
41.00047933655907 0.0 0.0 0.07809999999999999 0.006200000000000008 0.0 
42.00047933655907 0.0 0.0 0.05459999999999999 0.004799999999999993 0.0 
43.00047933655907 0.0 0.0 0.04479999999999998 0.002999999999999998 0.0 
44.00047933655907 0.0 0.0 0.043299999999999964 0.0021000000000000016 0.0 
